"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"AIMS Geosciences","AIMS GEOSCI","2471-2132","2471-2132","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","211","1.3","N/A","0.3","100"%,
"All Earth","ALL EARTH","N/A","2766-9645","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","25","1.3","Q4","0.3","93.75"%,
"PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING","PHOTOGRAMM ENG REM S","0099-1112","2374-8079","GEOGRAPHY, PHYSICAL - SCIE","6,761","1.3","Q4","0.28","22.09"%,
"PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING","PHOTOGRAMM ENG REM S","0099-1112","2374-8079","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","6,761","1.3","Q4","0.28","22.09"%,
"Russian Journal of Earth Sciences","RUSS J EARTH SCI","1681-1208","1681-1208","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","312","1.3","N/A","0.26","2.86"%,
"Earth and Environmental Science Transactions of the Royal Society of Edinburgh","EARTH ENV SCI T R SO","1755-6910","1755-6929","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","2,539","1.2","Q4","0.63","28.13"%,
"PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION","P GEOLOGIST ASSOC","0016-7878","N/A","GEOLOGY - SCIE","1,443","1.2","Q3","0.62","9.33"%,
"HIMALAYAN GEOLOGY","HIMAL GEOL","0971-8966","N/A","GEOLOGY - SCIE","477","1.2","Q3","0.48","0"%,
"BULLETIN OF THE GEOLOGICAL SOCIETY OF DENMARK","B GEOL SOC DENMARK","2245-7070","2245-7070","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","484","1.2","Q4","0.41","94.29"%,
"Scientific Drilling","SCI DRILL","1816-8957","1816-3459","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","300","1.2","N/A","0.38","100"%,
"Proceedings of the Institution of Civil Engineers-Engineering Sustainability","P I CIVIL ENG-ENG SU","1478-4629","1751-7680","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE","600","1.2","Q4","0.37","3.26"%,
"AUSTRALIAN JOURNAL OF EARTH SCIENCES","AUST J EARTH SCI","0812-0099","1440-0952","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","2,883","1.2","Q4","0.34","10.53"%,
"GEOSCIENCES JOURNAL","GEOSCI J","1226-4806","1598-7477","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","1,493","1.2","Q4","0.34","0"%,
"ZEITSCHRIFT FUR GERONTOLOGIE UND GERIATRIE","Z GERONTOL GERIATR","0948-6704","1435-1269","GERIATRICS & GERONTOLOGY - SCIE","1,350","1.2","Q4","0.32","38.66"%,
"ZEITSCHRIFT FUR GERONTOLOGIE UND GERIATRIE","Z GERONTOL GERIATR","0948-6704","1435-1269","GERONTOLOGY - SSCI","1,350","1.2","Q4","0.32","38.66"%,
"Geochronometria","GEOCHRONOMETRIA","1897-1695","1897-1695","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","704","1.2","Q4","0.31","87.5"%,
"ARCTIC","ARCTIC","0004-0843","1923-1245","GEOGRAPHY, PHYSICAL - SCIE","2,014","1.2","Q4","0.29","94.12"%,
"Current Geriatrics Reports","CURR GERIATR REP","N/A","2196-7865","GERIATRICS & GERONTOLOGY - ESCI","373","1.2","N/A","0.25","6.45"%,
"International Journal of Sustainable Agricultural Management and Informatics","INT J SUST AGR MANAG","2054-5819","2054-5827","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI","104","1.2","N/A","0.22","0"%,
"Italian Journal of Engineering Geology and Environment","ITAL J ENG GEOL ENV","1825-6635","2035-5688","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","192","1.2","N/A","0.12","0"%,
"ACTA GEOLOGICA POLONICA","ACTA GEOL POL","0001-5709","2300-1887","GEOLOGY - SCIE","890","1.1","Q3","0.59","100"%,
"Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften","Z DTSCH GES GEOWISS","1860-1804","1861-4094","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","436","1.1","Q4","0.34","0"%,
"Estonian Journal of Earth Sciences","EST J EARTH SCI","1736-4728","1736-7557","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","339","1.1","Q4","0.31","100"%,
"Russian Geology and Geophysics","RUSS GEOL GEOPHYS+","1068-7971","1878-030X","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","3,005","1.1","Q4","0.27","7.27"%,
"Journal of Religion Spirituality & Aging","J RELIG SPIRITUAL A","1552-8030","1552-8049","GERIATRICS & GERONTOLOGY - ESCI","233","1.1","N/A","0.24","7.14"%,
"Salmand-Iranian Journal of Ageing","SALMAND","1735-806X","1735-806X","GERIATRICS & GERONTOLOGY - ESCI","410","1.1","N/A","0.2","87.4"%,
"Anthropology & Aging","ANTHROPOL AGING","2374-2267","2374-2267","GERONTOLOGY - ESCI","69","1.1","N/A","0.18","92.68"%,
"GFF","GFF","1103-5897","2000-0863","GEOLOGY - SCIE","878","1","Q4","0.56","51.56"%,
"GEOLOGICAL QUARTERLY","GEOL Q","1641-7291","2082-5099","GEOLOGY - SCIE","1,190","1","Q4","0.49","72.84"%,
"PROCEEDINGS OF THE YORKSHIRE GEOLOGICAL SOCIETY","P YORKS GEOL SOC","0044-0604","2041-4811","GEOLOGY - SCIE","397","1","Q4","0.48","6.06"%,
"STRATIGRAPHY AND GEOLOGICAL CORRELATION","STRATIGR GEO CORREL+","0869-5938","1555-6263","GEOLOGY - SCIE","1,017","1","Q4","0.47","7.38"%,
"Geologos","GEOLOGOS","1426-8981","2080-6574","GEOLOGY - ESCI","251","1","N/A","0.46","100"%,
"TURKISH JOURNAL OF EARTH SCIENCES","TURK J EARTH SCI","1300-0985","1300-0985","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","995","1","Q4","0.34","0"%,
"Applied Earth Science-Transactions of the Institutions of Mining and Metallurgy","APPL EARTH SCI","2572-6838","2572-6846","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","143","1","N/A","0.32","4"%,
"Geofizika","GEOFIZIKA","0352-3659","1846-6346","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","229","1","Q4","0.28","97.37"%,
"Aging Medicine and Healthcare","AGING MED HEALTHCARE","N/A","2663-8851","GERIATRICS & GERONTOLOGY - ESCI","58","1","N/A","0.2","100"%,
"Czech Polar Reports","CZECH POLAR REP","1805-0689","1805-0697","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","145","1","N/A","0.2","100"%,
"Bulletin of Glaciological Research","BULL GLACIOL RES","1345-3807","1884-8044","GEOGRAPHY, PHYSICAL - ESCI","111","1","N/A","0.18","100"%,
"Sciences in Cold and Arid Regions","SCI COLD ARID REG","1674-3822","1674-3822","GEOGRAPHY, PHYSICAL - ESCI","484","1","N/A","0.18","0"%,
"Journal of Cultural Heritage Management and Sustainable Development","J CULT HERIT MANAG S","2044-1266","2044-1274","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI","479","1","N/A","0.17","8.1"%,
"Journal of Sustainable Mining","J SUSTAIN MINING","2543-4950","2300-3960","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI","534","1","N/A","0.14","94.67"%,
"Andean Geology","ANDEAN GEOL","0718-7106","0718-7106","GEOLOGY - SCIE","501","0.9","Q4","0.69","89.86"%,
"RASP-Research on Ageing and Social Policy","RASP-RES AGEING SOC","2014-671X","2014-671X","GERONTOLOGY - ESCI","50","0.9","N/A","0.27","12.5"%,
"JOURNAL OF CAVE AND KARST STUDIES","J CAVE KARST STUD","1090-6924","2331-3714","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","586","0.9","Q4","0.23","92.86"%,
"ENVIRONMENTAL & ENGINEERING GEOSCIENCE","ENVIRON ENG GEOSCI","1078-7275","1558-9161","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","756","0.9","Q4","0.22","0"%,
"DOKLADY EARTH SCIENCES","DOKL EARTH SCI","1028-334X","1531-8354","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","2,911","0.9","Q4","0.18","0.9"%,
"Earth Sciences Research Journal","EARTH SCI RES J","1794-6190","2339-3459","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","441","0.9","Q4","0.18","98.31"%,
"Jokull","JOKULL","0449-0576","0449-0576","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","197","0.9","Q4","0.16","0"%,
"EARTH MOON AND PLANETS","EARTH MOON PLANETS","0167-9295","1573-0794","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","637","0.9","Q4","0.14","11.76"%,
"Iranian Journal of Earth Sciences","IRAN J EARTH SCI","2008-8779","2228-785X","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","139","0.8","N/A","0.38","0"%,
"Boletin de la Sociedad Geologica Mexicana","B SOC GEOL MEX","1405-3322","N/A","GEOLOGY - SCIE","681","0.8","Q4","0.36","95.77"%,
"NORWEGIAN JOURNAL OF GEOLOGY","NORW J GEOL","2387-5844","2387-5852","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","1,012","0.8","Q4","0.33","50"%,
"TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES","TERR ATMOS OCEAN SCI","1017-0839","2311-7680","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","1,248","0.8","Q4","0.31","93.25"%,
"LITHOLOGY AND MINERAL RESOURCES","LITHOL MINER RESOUR+","0024-4902","1608-3229","GEOLOGY - SCIE","620","0.8","Q4","0.27","0"%,
"REVISTA MEXICANA DE CIENCIAS GEOLOGICAS","REV MEX CIENC GEOL","1026-8774","2007-2902","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","868","0.8","Q4","0.22","77.05"%,
"Journal of Disaster Research","J DISASTER RES","1881-2473","1883-8030","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","946","0.8","N/A","0.21","80.31"%,
"Russian Journal of Pacific Geology","RUSS J PAC GEOL","1819-7140","1819-7159","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","405","0.8","Q4","0.21","0"%,
"Geology Geophysics and Environment","GEOL GEOPHYS ENVIRON","2299-8004","2353-0790","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","165","0.8","N/A","0.16","96.67"%,
"Journal of Environmental Accounting and Management","J ENVIRON ACCOUNT MA","2325-6192","2325-6206","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI","175","0.8","N/A","0.15","0"%,
"SCOTTISH JOURNAL OF GEOLOGY","SCOT J GEOL","0036-9276","2041-4951","GEOLOGY - SCIE","345","0.7","Q4","0.56","10.71"%,
"Baltica","BALTICA","0067-3064","1648-858X","GEOLOGY - SCIE","193","0.7","Q4","0.31","87.23"%,
"ESTUDIOS GEOLOGICOS-MADRID","ESTUD GEOL-MADRID","0367-0449","1988-3250","GEOLOGY - SCIE","513","0.7","Q4","0.29","80.77"%,
"BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND","B GEOL SOC FINLAND","0367-5211","1799-4632","GEOLOGY - SCIE","236","0.7","Q4","0.28","100"%,
"Geographia Technica","GEOGR TECH","1842-5135","2065-4421","GEOGRAPHY, PHYSICAL - ESCI","217","0.7","N/A","0.25","97.67"%,
"GEOLOGY OF ORE DEPOSITS","GEOL ORE DEPOSIT+","1075-7015","1555-6476","GEOLOGY - SCIE","1,034","0.7","Q4","0.25","6.4"%,
"Geopersia","GEOPERSIA","2228-7817","2228-7817","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","167","0.7","N/A","0.22","0"%,
"ACTA CARSOLOGICA","ACTA CARSOLOGICA","0583-6050","1580-2612","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","461","0.7","Q4","0.19","100"%,
"Led i Sneg-Ice and Snow","LED SNEG","2076-6734","2412-3765","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","306","0.7","N/A","0.14","73.19"%,
"International Journal of Innovation and Sustainable Development","INT J INNOV SUSTAIN","1740-8822","1740-8830","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI","384","0.7","N/A","0.13","0"%,
"Physio-Geo","PHYSIO-GEO","1958-573X","1958-573X","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","85","0.7","N/A","0.12","82.14"%,
"Geological Field Trips and Maps","GEOL FIELD TRIPS MAP","2611-6189","2611-6189","GEOLOGY - ESCI","18","0.6","N/A","0.32","0"%,
"Studia Quaternaria","STUD QUAT","1641-5558","2300-0384","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","115","0.6","N/A","0.2","0"%,
"Journal of the Geological Society of Korea","J GEOL SOC KOREA","0435-4036","2288-7377","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","496","0.6","N/A","0.17","0"%,
"Geomorphologie-Relief Processus Environnement","GEOMORPHOLOGIE","1266-5304","1957-777X","GEOGRAPHY, PHYSICAL - SCIE","374","0.6","Q4","0.16","0"%,
"Geomorphologie-Relief Processus Environnement","GEOMORPHOLOGIE","1266-5304","1957-777X","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","374","0.6","Q4","0.16","0"%,
"Advances in Gerontology","ADV GERONTOL","2079-0570","2079-0589","GERIATRICS & GERONTOLOGY - ESCI","309","0.6","N/A","0.07","1.14"%,
"International Journal of Cartography","INT J CARTOGRAPHY","2372-9333","2372-9341","GEOGRAPHY, PHYSICAL - ESCI","141","0.5","N/A","0.22","16.67"%,
"TOPICS IN GERIATRIC REHABILITATION","TOP GERIATR REHABIL","0882-7524","1550-2414","GERONTOLOGY - SSCI","411","0.5","Q4","0.22","1.82"%,
"Geoconservation Research","GEOCONSERV RES","2645-4661","2588-7343","GEOLOGY - ESCI","45","0.5","N/A","0.17","0"%,
"Bulletin of the Mineral Research and Exploration","B MINER RES EXPLOR","0026-4563","0026-4563","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","227","0.5","N/A","0.16","98.18"%,
"Journal of Geology Geography and Geoecology","J GEOL GEOGR GEOECOL","2617-2909","2617-2119","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","130","0.5","N/A","0.13","96.38"%,
"Revista de Geografia Norte Grande","REV GEOGR NORTE GD","0379-8682","0718-3402","GEOGRAPHY, PHYSICAL - SCIE","399","0.5","Q4","0.12","1.43"%,
"Cuaternario y Geomorfologia","CUATERN GEOMORFOL","0214-1744","0214-1744","GEOLOGY - ESCI","106","0.5","N/A","0.11","95.92"%,
"Revista Brasileira de Geomorfologia","REV BRAS GEOMORFOL","1519-1540","2236-5664","GEOGRAPHY, PHYSICAL - ESCI","359","0.5","N/A","0.1","76.92"%,
"Revista de Gestao Ambiental e Sustentabilidade-GeAS","REV GEST AMBIENT SUS","2316-9834","2316-9834","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI","74","0.5","N/A","0.04","86.36"%,
"Geografia Fisica e Dinamica Quaternaria","GEOGR FIS DIN QUAT","0391-9838","1724-4781","GEOGRAPHY, PHYSICAL - SCIE","375","0.4","Q4","0.2","0"%,
"Journal of Himalayan Earth Sciences","J HIMAL EARTH SCI","1994-3237","2305-6959","GEOLOGY - ESCI","191","0.4","N/A","0.2","0"%,
"QUATERNAIRE","QUATERNAIRE","1142-2904","N/A","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","490","0.4","Q4","0.18","0"%,
"Moscow University Geology Bulletin","MOSC UNIV GEOL BULL","0145-8752","1934-8436","GEOLOGY - ESCI","278","0.4","N/A","0.15","0"%,
"REVISTA DE LA SOCIEDAD GEOLOGICA DE ESPANA","REV SOC GEOL ESPANA","0214-2708","2255-1379","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","292","0.4","N/A","0.13","0"%,
"Journal of the Korean Earth Science Society","J KOR EARTH SCI SOC","1225-6692","2287-4518","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","264","0.4","N/A","0.1","0"%,
"Indonesian Journal of Geoscience","INDONES J GEOSCI","2355-9314","2355-9306","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","100","0.4","N/A","0.08","59.02"%,
"Journal of Gerontology and Geriatrics","J GERONTOL GERIATR","2499-6564","2499-6564","GERONTOLOGY - ESCI","104","0.4","N/A","0.08","98.36"%,
"Geosfernye Issledovaniya-Geosphere Research","GEOSFERNYE ISSLEDOV","2542-1379","2541-9943","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","50","0.4","N/A","0.06","0"%,
"Geographical Review of Japan-Series B","GEOGR REV JPN SER B","1883-4396","1883-4396","GEOGRAPHY, PHYSICAL - ESCI","56","0.4","N/A","0.05","57.89"%,
"Journal of Geography-Chigaku Zasshi","J GEOGR-TOKYO","0022-135X","1884-0884","GEOGRAPHY, PHYSICAL - ESCI","262","0.3","N/A","0.26","99.22"%,
"History of Geo- and Space Sciences","HIST GEO- SPACE SCI","2190-5010","2190-5029","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","65","0.3","Q4","0.25","100"%,
"EARTH SCIENCES HISTORY","EARTH SCI HIST","0736-623X","1944-6187","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","74","0.3","Q4","0.21","0"%,
"Economic and Environmental Geology","ECON ENVIRON GEOL","1225-7281","2288-7962","GEOLOGY - ESCI","280","0.3","N/A","0.18","55.36"%,
"Rendiconti Online della Societa Geologica Italiana","REND ONLINE SOC GEOL","2035-8008","2035-8008","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","265","0.3","N/A","0.15","0"%,
"Boletin de Geologia","B GEOLOGIA","0120-0283","2145-8553","GEOLOGY - ESCI","168","0.3","N/A","0.13","98.78"%,
"Turkiye Jeoloji Bulteni-Geological Bulletin of Turkey","TURK JEOL BULT","1016-9164","1016-9164","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","115","0.3","N/A","0.11","98.15"%,
"Vestnik of Saint Petersburg University Earth Sciences","VESTN ST PETER U-EAR","2541-9668","2587-585X","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","63","0.3","N/A","0.09","98.28"%,
"Visnyk of Taras Shevchenko National University of Kyiv-Geology","VISNYK TARAS SHEVCHE","2079-9063","2079-9063","GEOLOGY - ESCI","88","0.3","N/A","0.09","0"%,
"International Journal of Gerontology","INT J GERONTOL","1873-9598","1873-958X","GERIATRICS & GERONTOLOGY - SCIE","571","0.3","Q4","0.08","0"%,
"Turkish Journal of Geriatrics-Turk Geriatri Dergisi","TURK J GERIATR","1304-2947","1307-9948","GERIATRICS & GERONTOLOGY - SCIE","255","0.3","Q4","0.08","94.24"%,
"Turkish Journal of Geriatrics-Turk Geriatri Dergisi","TURK J GERIATR","1304-2947","1307-9948","GERONTOLOGY - SSCI","255","0.3","Q4","0.08","94.24"%,
"Geomatik","GEOMATIK","N/A","2564-6761","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","33","0.3","N/A","0.07","98.61"%,
"ArcheoSciences-Revue d Archeometrie","ARCHEOSCIENCES-REV A","1960-1360","2104-3728","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","110","0.2","Q4","0.1","1.12"%,
"BOLETIN GEOLOGICO Y MINERO","BOL GEOL MIN","0366-0176","2253-6167","GEOLOGY - ESCI","335","0.2","N/A","0.1","82.35"%,
"Generations","GENERATIONS","0738-7806","2694-5126","GERONTOLOGY - SSCI","707","0.2","Q4","0.07","0"%,
"Boletim Paranaense de Geociencias","BOL PARANA GEOCIENC","0067-964X","0067-964X","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","47","0.2","N/A","0.06","0"%,
"Spisanie Na B Lgarskoto Geologichesko Druzhestov-Review of the Bulgarian Geological Society","SPISANIE B LGARSKOTO","0007-3938","1314-8680","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","67","0.2","N/A","0.06","0"%,
"Geofocus-Revista Internacional de Ciencia y TecnologIa de la InformaciOn GeogrAfica","GEOFOCUS-REV INT CIE","1578-5157","1578-5157","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","61","0.2","N/A","0.04","78.38"%,
"Visnyk of V N Karazin Kharkiv National University-Series Geology Geography Ecology","VISN V N KKNU-GEOL G","2410-7360","2411-3913","GEOLOGY - ESCI","43","0.1","N/A","0.07","98.92"%,
"Eksplorium-Buletin Pusat Teknologi Bahan Galian Nuklir","EKSPLORIUM","0854-1418","0854-1418","GEOLOGY - ESCI","30","0.1","N/A","0.06","100"%,
"Riset Geologi dan Pertambangan","RIS GEOL PERTAMB","0125-9849","2354-6638","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","28","0.1","N/A","0.04","96.88"%,
"Proceedings of the Tula States University-Sciences of Earth","PROC TULA STATES UNI","2218-5194","2218-5194","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","83","0.1","N/A","0.03","0"%,
"Boletin de Ciencias de la Tierra","BOL CIENC TIERRA","0120-3630","2357-3740","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","53","0.1","N/A","0.02","70.83"%,
"Geoambiente On-line","GEOAMBIENTE ON-LINE","1679-9860","1679-9860","GEOSCIENCES, MULTIDISCIPLINARY - ESCI","16","0.1","N/A","0.02","0"%,
"npj Aging","NPJ AGING","N/A","2731-6068","GERIATRICS & GERONTOLOGY - ESCI","13","N/A","N/A","N/A","100"%,
"Research in Cold and Arid Regions","RES COLD ARID REG","2097-1583","2949-7302","GEOGRAPHY, PHYSICAL - ESCI",0,"N/A","N/A","N/A","68.75"%,

Copyright (c) 2024 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
